id,name,skill_level,skill_number,consume_mp,consume_hp,consume_item_id,consume_amount,reuse_delay,buff_duration,target,target_to,damage_value,damage_dice,damage_dice_count,probability_value,probability_dice,probability_max,attr,type,lawful,ranged,area,through,skill_id,name_id,action_id,cast_gfx,cast_gfx2,sys_msg_id_happen,sys_msg_id_stop,sys_msg_id_fail,can_cast_with_invis,ignores_counter_magic,is_buff,impl
163,バーニング ウェポン,21,2,30,0,0,0,0,960,none,0,0,0,0,0,0,-1,2,2,0,0,0,0,4,,19,2242,-1,0,723,280,1,1,1,\N
164,ネイチャーズ ブレッシング,21,3,30,0,0,0,0,0,none,8,10,12,0,0,0,-1,4,16,0,0,-1,0,8,,19,2244,-1,0,0,0,1,1,0,\N
165,コール オブ ネイチャー,21,4,50,0,40319,1,0,0,buff,3,0,0,0,0,0,-1,4,32,0,8,0,0,16,,19,2245,-1,0,0,280,1,1,0,\N
166,ストーム ショット,21,5,30,0,0,0,0,960,none,0,0,0,0,0,0,-1,8,2,0,0,0,0,32,,19,2248,-1,0,724,280,1,1,1,\N
167,ウィンド シャックル,21,6,15,0,40319,1,0,16,buff,3,0,0,0,33,30,99,8,1,0,8,0,0,64,,19,1799,-1,1001,0,280,0,0,1,L1WindShackle
168,アイアン スキン,21,7,30,0,0,0,0,960,none,0,0,0,0,0,0,-1,1,2,0,0,0,0,128,,19,2252,-1,714,725,280,1,1,1,\N
169,エキゾチック バイタライズ,22,0,30,0,40319,1,0,960,none,0,0,0,0,0,0,-1,1,2,0,0,0,0,1,,19,4400,-1,0,0,0,1,1,0,\N
170,ウォーター ライフ,22,1,1,0,40319,1,0,64,buff,1,0,0,0,0,0,-1,4,2,0,15,0,0,2,,19,4401,-1,0,0,280,1,1,0,\N
171,エレメンタル ファイアー,22,2,20,0,40319,1,0,320,none,0,0,0,0,0,0,-1,2,2,0,0,0,0,4,,19,4402,-1,0,0,0,1,1,1,L1MarkerSkill
172,ストーム ウォーク,22,3,10,0,0,0,0,0,none,0,0,0,0,0,0,-1,8,128,0,0,0,0,8,,19,-1,-1,0,0,0,0,0,0,\N
173,ポルート ウォーター,22,4,20,0,40319,1,0,64,buff,3,0,0,0,33,50,90,4,1,0,3,0,0,16,,19,5830,-1,0,0,280,0,0,1,L1MarkerSkill
174,ストライカー ゲイル,22,5,15,0,40319,3,0,64,buff,3,0,0,0,33,30,99,8,1,0,6,0,0,32,,19,5826,-1,0,0,280,0,0,1,L1MarkerSkill
175,ソウル オブ フレイム,22,6,30,0,40319,3,0,64,none,0,0,0,0,0,0,-1,2,2,0,0,0,0,64,,19,5833,-1,0,0,0,1,1,1,L1MarkerSkill
176,アディショナル ファイアー,22,7,30,0,40319,1,0,960,none,0,0,0,0,0,0,-1,2,2,0,0,0,0,128,,19,5825,-1,0,0,0,1,1,1,L1MarkerSkill
177,none,23,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,,0,-1,-1,0,0,0,0,0,0,\N
178,none,23,1,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,,0,-1,-1,0,0,0,0,0,0,\N
179,none,23,2,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,4,,0,-1,-1,0,0,0,0,0,0,\N
180,none,23,3,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,8,,0,-1,-1,0,0,0,0,0,0,\N
181,ドラゴン スキン,23,4,0,12,0,0,0,1800,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,16,$5920,19,6531,-1,0,0,0,1,1,1,L1MarkerSkill
182,バーニング スラッシュ,23,5,0,6,0,0,0,60,none,0,0,0,0,0,0,-1,2,2,0,0,0,0,32,$5921,19,6590,-1,0,0,0,0,0,0,\N
183,ガード ブレイク,23,6,0,20,0,0,0,32,buff,3,0,0,0,0,26,40,0,1,0,3,0,0,64,$5922,19,6508,-1,0,0,280,0,0,1,L1GuardBrake
184,マグマ ブレス,23,7,10,0,0,0,0,0,attack,3,45,0,0,0,0,-1,2,64,0,5,0,0,128,$5923,18,6516,-1,0,0,0,0,0,0,\N
185,覚醒[アンタラス],24,0,20,10,49157,1,0,600,none,3,0,0,0,0,0,-1,0,2,0,0,0,0,1,$5924,19,6975,-1,0,0,0,1,1,0,\N
186,ブラッドラスト,24,1,0,30,49157,1,0,300,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,2,$5925,19,6523,-1,0,0,0,0,0,1,\N
187,フォー スレイヤー,24,2,0,16,0,0,0,0,attack,3,0,0,0,0,0,-1,0,64,0,2,0,0,4,$5926,18,-1,-1,0,0,0,0,1,0,\N
188,フィアー,24,3,0,12,0,0,0,16,buff,3,0,0,0,0,26,30,0,1,0,5,0,0,8,$5927,19,6586,-1,0,0,280,0,0,0,\N
189,マグマ アロー,24,4,5,0,0,0,0,0,attack,3,10,10,2,0,0,-1,2,64,0,10,0,0,16,$5928,18,1583,-1,0,0,0,0,0,0,\N
190,覚醒[パプリオン],24,5,30,20,49157,1,0,600,none,3,0,0,0,0,0,-1,0,2,0,0,0,0,32,$5929,19,6976,-1,0,0,0,1,1,0,\N
191,モータル ボディ,24,6,0,50,0,0,0,300,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,64,$5930,19,6519,-1,0,0,0,0,0,1,L1MarkerSkill
192,サンダー グラップ,24,7,0,35,0,0,0,4,attack,3,40,8,5,50,0,50,8,64,0,8,0,0,128,$5931,18,6512,-1,0,0,0,0,0,0,\N
193,ホラー オブ デス,25,0,0,20,0,0,0,32,buff,3,0,0,0,0,26,40,0,1,0,5,0,0,1,$5932,19,6588,-1,0,0,280,0,0,1,L1HorrorOfDeath
194,アイ オブ ドラゴン,25,1,15,0,0,0,500,0,none,3,0,0,0,0,0,-1,0,2,0,0,-1,0,16,$5993,19,749,-1,0,0,0,1,1,0,\N
195,覚醒[ヴァラカス],25,2,50,30,49157,1,0,600,none,3,0,0,0,0,0,-1,0,2,0,0,0,0,4,$5934,19,6922,-1,0,0,0,1,1,0,\N
196,none,25,3,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,8,,0,-1,-1,0,0,0,0,0,0,\N
197,none,25,4,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,16,,0,-1,-1,0,0,0,0,0,0,\N
198,none,25,5,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,32,,0,-1,-1,0,0,0,0,0,0,\N
199,none,25,6,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,64,,0,-1,-1,0,0,0,0,0,0,\N
200,none,25,7,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,128,,0,-1,-1,0,0,0,0,0,0,\N
201,ミラー イメージ,26,0,10,0,0,0,0,1200,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,1,$5935,19,6813,-1,0,0,0,1,1,0,\N
202,コンフュージョン,26,1,15,10,0,0,0,2,attack,3,2.2,0,0,25,0,30,0,64,0,3,0,0,2,$5936,19,6525,-1,0,0,0,0,0,0,\N
203,スマッシュ エネルギー,26,2,5,0,0,0,0,0,attack,3,10,10,1,0,0,-1,0,64,0,10,0,0,4,$5937,18,6526,-1,0,0,0,0,0,0,\N
204,イリュージョン[オーガ],26,3,20,0,0,0,0,64,buff,1,0,0,0,0,0,-1,0,2,0,3,0,0,8,$5938,19,6578,-1,0,0,0,1,1,0,L1IllusionOgre
205,キューブ[イグニション],26,4,30,0,49156,1,0,20,none,32,10,0,0,0,0,-1,0,2,0,0,3,0,16,$5939,19,6708,6709,0,0,0,0,0,0,\N
206,コンセントレーション,26,5,30,4,0,0,0,600,buff,1,0,0,0,0,0,-1,0,2,0,3,0,0,32,$5940,19,6527,-1,0,0,280,0,0,1,L1MarkerSkill
207,マインド ブレイク,26,6,20,15,0,0,0,0,attack,3,3.8,0,0,0,0,100,0,64,0,5,0,0,64,$5941,19,6553,-1,0,0,0,0,0,0,\N
208,ボーン ブレイク,26,7,30,0,0,0,0,2,attack,3,10,0,0,45,0,50,0,64,0,3,0,0,128,$5942,19,7020,-1,0,0,0,0,1,0,\N
209,イリュージョン[リッチ],27,0,20,0,0,0,0,64,buff,1,0,0,0,0,0,-1,0,2,0,3,0,0,1,$5943,19,6577,-1,0,0,280,1,1,0,\N
210,キューブ[クエイク],27,1,35,0,49156,1,0,20,none,32,0,0,0,0,0,-1,0,2,0,0,3,0,2,$5944,19,6714,6715,0,0,0,0,0,0,\N
211,ペイシェンス,27,2,25,0,0,0,0,600,buff,3,0,0,0,0,0,-1,0,2,0,3,0,0,4,$5945,19,6507,-1,0,0,0,1,1,1,L1MarkerSkill
212,ファンタズム,27,3,30,25,0,0,0,5,buff,3,0,0,0,30,0,50,0,4,0,3,0,0,8,$5946,19,6530,-1,0,0,280,0,0,0,\N
213,アイズ ブレイカー,27,4,15,0,0,0,500,0,none,3,0,0,0,0,0,-1,0,2,0,0,-1,0,16,$5947,19,9272,-1,0,0,0,1,1,0,\N
214,イリュージョン[ダイア ゴーレム],27,5,40,0,0,0,0,64,buff,1,0,0,0,0,0,-1,0,2,0,3,0,0,32,$5948,19,6576,-1,0,0,0,1,1,0,\N
215,キューブ[ショック],27,6,55,0,49156,1,0,20,none,32,0,0,0,0,0,-1,0,2,0,0,3,0,64,$5949,19,6720,6721,0,0,0,0,0,0,\N
216,インサイト,27,7,60,0,0,0,0,600,buff,3,0,0,0,0,0,-1,0,2,0,3,0,0,128,$5950,19,6505,-1,0,0,280,1,1,1,L1Insight
217,パニック,28,0,30,30,0,0,0,64,buff,3,0,0,0,0,0,-1,0,2,0,3,0,0,1,$5951,19,6506,-1,0,0,0,0,0,1,L1Panic
218,ジョイ オブ ペイン,28,1,40,0,0,0,0,2,attack,3,0,0,0,0,0,-1,0,64,0,3,0,0,2,$5952,19,6528,-1,0,0,0,0,0,0,\N
219,イリュージョン[アバター],28,2,50,0,0,0,0,64,buff,1,0,0,0,0,0,-1,0,2,0,3,0,0,4,$5953,19,6575,-1,0,0,0,1,1,0,\N
220,キューブ[バランス],28,3,55,0,49156,2,0,20,none,32,0,0,0,0,0,-1,0,2,0,0,3,0,8,$5954,19,6727,6727,0,0,0,0,0,0,\N
500,範囲スタン(対人PetSummon、3~5秒\, 範囲はAreaで指定),0,0,0,0,0,0,0,6,buff,3,0,0,0,50,0,-1,0,1,0,1,8,0,64,,19,4434,-1,0,0,280,0,1,0
501,範囲キャンセレーション,0,0,40,0,0,0,0,6,buff,3,0,0,0,50,0,-1,0,1,0,4,4,0,64,,19,870,-1,0,0,280,1,1,0,\N
502,範囲毒(汎用),0,0,0,0,0,0,0,0,none,3,50,5,5,0,0,-1,0,64,0,0,-1,1,0,,0,-1,-1,0,0,280,0,0,0,\N
503,範囲ウィンドシャックル,0,0,25,0,0,0,20000,16,buff,3,0,0,0,33,30,99,8,1,0,-1,-1,0,0,,19,7993,-1,1001,0,280,0,0,1,L1WindShackle
701,極寒のキーリンク(マインド ブレイク),0,0,0,0,0,0,0,0,attack,3,3.8,0,0,0,0,-1,0,64,0,5,0,0,0,,0,6553,-1,0,0,0,0,0,0,\N
702,極寒のチェーンソード(アイスイラプション),0,0,0,0,0,0,0,0,attack,3,50,10,8,0,0,-1,5,64,0,9,0,0,0,,0,3685,-1,0,0,0,0,0,0,\N
703,アイスクイーンスタッフ(コーン オブ コールド),0,0,0,0,0,0,400,0,attack,3,40,6,5,0,0,-1,4,64,0,6,0,0,0,,0,1810,-1,0,0,0,0,0,0,\N
704,サンド イラプション,0,0,50,0,0,0,800,0,attack,3,50,3,5,0,0,-1,1,64,0,8,0,0,0,,18,10145,-1,0,0,0,0,0,0,\N
705,サンドワーム(ワンキル攻撃),0,0,0,0,0,0,30000,0,attack,3,2500,10,10,80,50,-1,1,64,0,1,0,0,0,,18,10186,-1,0,0,0,0,1,0,\N
706,サンドワーム(範囲ワンキル攻撃),0,0,0,0,0,0,30000,0,attack,3,2500,10,10,80,50,-1,1,64,0,10,10,0,0,,19,10188,-1,0,0,0,0,1,0,\N
707,エルジャベ(エリア サイレンス),0,0,40,0,0,0,20000,16,none,3,0,0,0,0,0,-1,0,4,0,-1,-1,1,0,,18,2241,-1,0,0,280,0,0,0,\N
708,エルジャベ(範囲ワンキル),0,0,0,0,0,0,10000,0,attack,3,2000,10,10,80,50,-1,1,64,0,0,-1,0,0,,0,-1,-1,0,0,0,0,1,0,\N
709,エルジャベ(範囲強打),0,0,0,0,0,0,10000,0,attack,3,500,10,10,50,30,-1,1,64,0,0,3,0,0,,0,-1,-1,0,0,0,0,1,0,\N
710,エルジャベ(召還),0,0,0,0,0,0,30000,0,none,3,0,0,0,0,0,-1,0,1,0,0,0,1,0,,0,-1,-1,0,0,0,0,0,0,\N
711,エルジャベ(サンド イラプション),0,0,50,0,0,0,400,0,attack,3,50,3,5,50,30,-1,1,64,0,8,0,1,0,,0,10145,-1,0,0,0,0,0,0,\N
712,エルジャベ(範囲毒),0,0,0,0,0,0,30000,30,none,3,200,10,20,50,30,-1,0,64,0,0,5,1,0,,0,-1,-1,0,0,280,0,0,0,\N
713,エルジャベ(Recall),0,0,5,0,0,0,5000,0,buff,3,0,0,0,0,0,-1,0,128,0,10,0,0,0,,0,2235,-1,0,0,0,0,0,0,\N
3000,フローティングアイステーキ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3001,ベアーステーキ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3002,ナッツ餅,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3003,蟻脚のチーズ焼き,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3004,フルーツサラダ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3005,フルーツ甘酢あんかけ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3006,猪肉の串焼き,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3007,キノコスープ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3008,幻想のフローティングアイステーキ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3009,幻想のベアーステーキ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3010,幻想のナッツ餅,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3011,幻想の蟻脚のチーズ焼き,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3012,幻想のフルーツサラダ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3013,幻想のフルーツ甘酢あんかけ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3014,幻想の猪肉の串焼き,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3015,幻想のキノコスープ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3016,キャビアカナッペ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3017,アリゲーターステーキ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3018,タートルドラゴンの菓子,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3019,キウィパロット焼き,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3020,スコーピオン焼き,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3021,イレッカドムシチュー,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3022,クモ脚の串焼き,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3023,クラブスープ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3024,幻想のキャビアカナッペ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3025,幻想のアリゲーターステーキ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3026,幻想のタートルドラゴンの菓子,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3027,幻想のキウィパロット焼き,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3028,幻想のスコーピオン焼き,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3029,幻想のイレッカドムシチュー,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3030,幻想のクモ脚の串焼き,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3031,幻想のクラブスープ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3032,クラスタシアンのハサミ焼き,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3033,グリフォン焼き,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3034,コカトリスステーキ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3035,タートルドラゴン焼き,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3036,レッサードラゴンの手羽先,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3037,ドレイク焼き,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3038,深海魚のシチュー,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3039,バシリスクの卵スープ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3040,幻想のクラスタシアンのハサミ焼き,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3041,幻想のグリフォン焼き,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3042,幻想のコカトリスステーキ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3043,幻想のタートルドラゴン焼き,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3044,幻想のレッサードラゴンの手羽先,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3045,幻想のドレイク焼き,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3046,幻想の深海魚のシチュー,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3047,幻想のバシリスクの卵スープ,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3048,象牙の塔の妙薬,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3049,力強い和牛ステーキ,0,0,0,0,0,0,0,1800,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3050,素早い鮭の煮付,0,0,0,0,0,0,0,1800,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3051,賢い七面鳥焼き,0,0,0,0,0,0,0,1800,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3052,修練の鶏スープ,0,0,0,0,0,0,0,1800,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
4015,パプリオンデスヒール,0,0,50,0,0,0,0,12,buff,3,0,0,0,50,50,-1,0,1,0,4,8,0,64,,51,7780,-1,0,0,280,0,0,0,\N
4016,パプリオンリデュースヒール,0,0,50,0,0,0,0,12,buff,3,0,0,0,33,50,-1,4,1,0,4,8,0,16,,51,7782,-1,0,0,280,0,0,1,L1MarkerSkill
4017,パプリオンデスポーション,0,0,50,0,0,0,0,12,buff,3,0,0,0,50,50,-1,0,1,0,4,8,0,64,,51,7781,-1,0,0,280,0,0,0,\N
4018,パプリオン(毒ブレス),0,0,0,0,0,0,0,0,attack,3,100,5,5,50,0,-1,0,64,0,4,8,0,0,,18,-1,-1,0,0,0,0,0,0,\N
4019,パプリオン範囲,0,0,0,0,0,0,0,0,attack,3,100,5,5,50,0,-1,4,64,0,4,8,0,0,,20,-1,-1,0,0,0,0,0,0,\N
6000,カーツ ソード (コールライトニング),0,0,0,0,0,0,0,0,attack,3,0,0,0,0,0,-1,8,64,0,0,0,0,0,,1,10,-1,0,0,0,0,0,0,\N
6001,デスナイト フレイムブレード (サンバースト),0,0,0,0,0,0,0,0,attack,3,0,0,0,0,0,-1,1,64,0,0,0,0,0,,1,1811,-1,0,0,0,0,0,0,\N
6002,ロンドゥ デュアルブレード (アースジェイル),0,0,0,0,0,0,0,0,attack,3,0,0,0,0,0,-1,2,64,0,0,0,0,0,,1,1805,-1,0,0,0,0,0,0,\N
6003,アイスクイーン スタッフ (コーンオブコールド),0,0,0,0,0,0,0,0,attack,3,0,0,0,0,0,-1,4,64,0,0,0,0,0,,1,1810,-1,0,0,0,0,0,0,\N
6004,バルログのツーハンド ソード (メテオ),0,0,0,0,0,0,0,0,attack,3,0,0,0,0,0,-1,2,64,0,0,2,0,0,,1,762,-1,0,0,0,0,0,0,\N
6005,ルナ ロングボウ (),0,0,0,0,0,0,0,0,attack,3,0,0,0,0,0,-1,0,64,0,0,0,0,0,,1,6288,-1,0,0,0,0,0,0,\N
6006,ハロウィン パンプキン ロングソード,0,0,0,0,0,0,0,0,attack,3,0,0,0,0,0,-1,1,64,0,0,0,0,0,,1,2750,-1,0,0,0,0,0,0,\N
7849,パンプキン シャックル,0,0,0,0,0,0,0,4,buff,3,0,0,0,0,0,-1,8,64,0,0,0,0,0,,0,7849,-1,1001,0,280,0,0,1,L1WindShackle
10000,ゾンビロード(広範囲魔法),0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,6,0,0,,18,2806,-1,0,0,0,0,0,0,\N
10001,シアー(魔法),0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,15,0,0,,18,2775,-1,0,0,0,0,0,0,\N
10002,アイスクイーン(ブリザード),0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,4,64,0,0,6,0,0,,18,2261,-1,0,0,0,0,0,0,\N
10003,zenith queen spell e first,0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,6,0,0,,18,2809,-1,0,0,0,0,0,0,\N
10004,ゼニスクイーン(広範囲魔法),0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,6,0,0,,18,2810,-1,0,0,0,0,0,0,\N
10005,vampire spell e,0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,6,0,0,,18,2759,-1,0,0,0,0,0,0,\N
10006,バンパイア(魔法),0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,6,0,0,,19,2760,-1,0,0,0,0,0,0,\N
10007,vampire spellnd e second,0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,6,0,0,,18,2761,-1,0,0,0,0,0,0,\N
10008,レッサードラゴン(炎),0,0,5,0,0,0,0,0,attack,3,200,10,10,0,0,-1,2,64,0,2,2,0,0,,18,2510,-1,0,0,0,0,0,0,\N
10009,ボーンドラゴン(炎),0,0,5,0,0,0,0,0,attack,3,200,10,10,0,0,-1,4,64,0,2,2,0,0,,18,2510,-1,0,0,0,0,0,0,\N
10010,リッチ(広範囲魔法),0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,3,0,0,,18,2510,-1,0,0,0,0,0,0,\N
10011,medusa e,0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,6,0,0,,18,2537,-1,0,0,0,0,0,0,\N
10012,グリムリーパー(広範囲魔法),0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,-1,0,0,,18,3393,-1,0,0,0,0,0,0,\N
10013,super grimreaper sickle e screen,0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,6,0,0,,18,3396,-1,0,0,0,0,0,0,\N
